year,country,crop,quantity
2013,Slovenia,Pome fruits,
2013,Slovenia,Other pome fruits n.e.c.,
2013,Slovenia,Stone fruits,
2013,Slovenia,Other stone fruits n.e.c,
2013,Slovenia,Other permanent crops for human consumption n.e.c.,
2013,Slovakia,Cotton seed,
2013,Slovakia,Permanent crops for human consumption,
2013,Slovakia,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Slovakia,Pome fruits,
2013,Slovakia,Other pome fruits n.e.c.,
2013,Slovakia,Stone fruits,
2013,Slovakia,Other stone fruits n.e.c,
2013,Slovakia,Other permanent crops for human consumption n.e.c.,
2013,Finland,Durum wheat,
2013,Finland,Sunflower seed,
2013,Finland,Soya,
2013,Finland,Linseed (oilflax),
2013,Finland,Cotton seed,
2013,Finland,Other oilseed crops n.e.c.,
2013,Finland,Plants harvested green from arable land,
2013,Finland,Permanent crops for human consumption,
2013,Finland,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Finland,Pome fruits,
2013,Finland,Other pome fruits n.e.c.,
2013,Finland,Stone fruits,
2013,Finland,Other stone fruits n.e.c,
2013,Finland,Other permanent crops for human consumption n.e.c.,
2013,Sweden,Oats and spring cereal mixtures (mixed grain other than maslin),
2013,Sweden,Grain maize and corn-cob-mix,
2013,Sweden,Rice,
2013,Sweden,Root crops,
2013,Sweden,Other root crops n.e.c.,
2013,Sweden,Oilseeds,
2013,Sweden,Sunflower seed,
2013,Sweden,Linseed (oilflax),
2013,Sweden,Cotton seed,
2013,Sweden,Other oilseed crops n.e.c.,
2013,Sweden,Fibre crops,
2013,Sweden,Tobacco,
2013,Sweden,Hops,
2013,Sweden,"Aromatic, medicinal and culinary plants",
2013,Sweden,Other industrial crops including energy crops n.e.c.,
2013,Sweden,Fresh vegetables (including melons) and strawberries,
2013,Sweden,Fresh vegetables (including melons),
2013,Sweden,Brassicas,
2013,Sweden,Leafy and stalked vegetables (excluding brassicas),
2013,Sweden,Vegetables cultivated for fruit (including melons),
2013,Sweden,"Root, tuber and bulb vegetables",
2013,Sweden,Fresh pulses,
2013,Sweden,Other fresh vegetables n.e.c.,
2013,Sweden,Strawberries,
2013,Sweden,Permanent crops for human consumption,
2013,Sweden,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Sweden,Fruits from temperate climate zones,
2013,Sweden,Pome fruits,
2013,Sweden,Apples,
2013,Sweden,Pears,
2013,Sweden,Other pome fruits n.e.c.,
2013,Sweden,Stone fruits,
2013,Sweden,Peaches,
2013,Sweden,Nectarines,
2013,Sweden,Apricots,
2013,Sweden,Cherries,
2013,Sweden,Plums,
2013,Sweden,Other stone fruits n.e.c,
2013,Sweden,Fruits from subtropical and tropical climate zones,
2013,Sweden,Berries (excluding strawberries),
2013,Sweden,Nuts,
2013,Sweden,Citrus fruits,
2013,Sweden,Grapes,
2013,Sweden,Olives,
2013,Sweden,Other permanent crops for human consumption n.e.c.,
2013,Sweden,Cultivated mushrooms,
2013,United Kingdom,Sunflower seed,
2013,United Kingdom,Cotton seed,
2013,United Kingdom,Permanent crops for human consumption,
2013,United Kingdom,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,United Kingdom,Pome fruits,
2013,United Kingdom,Other pome fruits n.e.c.,
2013,United Kingdom,Stone fruits,
2013,United Kingdom,Other stone fruits n.e.c,
2013,United Kingdom,Other permanent crops for human consumption n.e.c.,
2013,Norway,Cereals for the production of grain (including seed),
2013,Norway,Cereals (excluding rice) for the production of grain (including seed),
2013,Norway,Wheat and spelt,
2013,Norway,Common wheat and spelt,
2013,Norway,Durum wheat,
2013,Norway,Rye and winter cereal mixtures (maslin),
2013,Norway,Barley,
2013,Norway,Oats and spring cereal mixtures (mixed grain other than maslin),
2013,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),
2013,Norway,Root crops,
2013,Norway,Potatoes (including seed potatoes),
2013,Norway,Industrial crops,
2013,Norway,Oilseeds,
2013,Norway,Rape and turnip rape seeds,
2013,Norway,Sunflower seed,
2013,Norway,Soya,
2013,Norway,Linseed (oilflax),
2013,Norway,Cotton seed,
2013,Norway,Other oilseed crops n.e.c.,
2013,Norway,Hops,
2013,Norway,"Aromatic, medicinal and culinary plants",
2013,Norway,Plants harvested green from arable land,
2013,Norway,Fresh vegetables (including melons) and strawberries,
2013,Norway,Fresh vegetables (including melons),
2013,Norway,Brassicas,
2013,Norway,Leafy and stalked vegetables (excluding brassicas),
2013,Norway,Vegetables cultivated for fruit (including melons),
2013,Norway,"Root, tuber and bulb vegetables",
2013,Norway,Fresh pulses,
2013,Norway,Other fresh vegetables n.e.c.,
2013,Norway,Strawberries,
2013,Norway,Permanent crops for human consumption,
2013,Norway,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Norway,Fruits from temperate climate zones,
2013,Norway,Pome fruits,
2013,Norway,Apples,
2013,Norway,Pears,
2013,Norway,Other pome fruits n.e.c.,
2013,Norway,Stone fruits,
2013,Norway,Nectarines,
2013,Norway,Cherries,
2013,Norway,Plums,
2013,Norway,Other stone fruits n.e.c,
2013,Norway,Berries (excluding strawberries),
2013,Norway,Other permanent crops for human consumption n.e.c.,
2013,Serbia,Cotton seed,
2013,Serbia,Strawberries,
2013,Serbia,Permanent crops for human consumption,
2013,Serbia,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Serbia,Pome fruits,
2013,Serbia,Other pome fruits n.e.c.,
2013,Serbia,Stone fruits,
2013,Serbia,Other stone fruits n.e.c,
2013,Serbia,Other permanent crops for human consumption n.e.c.,
2013,Turkey,Common wheat and spelt,
2013,Turkey,Durum wheat,
2013,Turkey,Cotton seed,
2013,Turkey,Permanent crops for human consumption,
2013,Turkey,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",
2013,Turkey,Pome fruits,
2013,Turkey,Other pome fruits n.e.c.,
2013,Turkey,Stone fruits,
2013,Turkey,Other stone fruits n.e.c,
2013,Turkey,Other permanent crops for human consumption n.e.c.,
2014,Bulgaria,Rice,0
2014,Bulgaria,Sugar beet (excluding seed),0
2014,Bulgaria,Other root crops n.e.c.,0
2014,Bulgaria,Cotton seed,0
2014,Bulgaria,Fibre crops,0
2014,Bulgaria,Tobacco,0
2014,Bulgaria,Hops,0
2014,Bulgaria,Other industrial crops including energy crops n.e.c.,0
2014,Bulgaria,Other stone fruits n.e.c,0
2014,Bulgaria,Citrus fruits,0
2014,Bulgaria,Olives,0
2014,Czech Republic,Rice,0
2014,Czech Republic,Linseed (oilflax),0
2014,Czech Republic,Cotton seed,0
2014,Czech Republic,Fibre crops,0
2014,Czech Republic,Tobacco,0
2014,Czech Republic,Fruits from subtropical and tropical climate zones,0
2014,Czech Republic,Citrus fruits,0
2014,Czech Republic,Olives,0
2014,Estonia,Durum wheat,0
2014,Estonia,Grain maize and corn-cob-mix,0
2014,Estonia,Rice,0
2014,Estonia,Sunflower seed,0
2014,Estonia,Soya,0
2014,Estonia,Cotton seed,0
2014,Estonia,Fibre crops,0
2014,Estonia,Tobacco,0
2014,Estonia,Hops,0
2014,Estonia,Other industrial crops including energy crops n.e.c.,0
2014,Estonia,Fresh pulses,0
2014,Estonia,Pears,0
2014,Estonia,Stone fruits,0
2014,Estonia,Peaches,0
2014,Estonia,Nectarines,0
2014,Estonia,Apricots,0
2014,Estonia,Cherries,0
2014,Estonia,Plums,0
2014,Estonia,Nuts,0
2014,Estonia,Citrus fruits,0
2014,Estonia,Olives,0
2014,Estonia,Other permanent crops for human consumption n.e.c.,0
2014,Estonia,Cultivated mushrooms,0
2014,Greece,Hops,0
2014,Spain,Sugar beet (excluding seed),0
2014,Spain,Linseed (oilflax),0
2014,Spain,Hops,0
2014,Croatia,Rice,0
2014,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2014,Croatia,Linseed (oilflax),0
2014,Croatia,Cotton seed,0
2014,Croatia,Fibre crops,0
2014,Croatia,Hops,0
2014,Croatia,Other fresh vegetables n.e.c.,0
2014,Croatia,Citrus fruits,0
2014,Croatia,Other permanent crops for human consumption n.e.c.,0
2014,Italy,Hops,0
2014,Italy,Other permanent crops for human consumption n.e.c.,0
2014,Cyprus,Common wheat and spelt,0
2014,Cyprus,Rye and winter cereal mixtures (maslin),0
2014,Cyprus,Oats and spring cereal mixtures (mixed grain other than maslin),0
2014,Cyprus,Grain maize and corn-cob-mix,0
2014,Cyprus,Other cereals (including triticale and sorghum),0
2014,Cyprus,Rice,0
2014,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2014,Cyprus,Sugar beet (excluding seed),0
2014,Cyprus,Other root crops n.e.c.,0
2014,Cyprus,Oilseeds,0
2014,Cyprus,Rape and turnip rape seeds,0
2014,Cyprus,Sunflower seed,0
2014,Cyprus,Soya,0
2014,Cyprus,Linseed (oilflax),0
2014,Cyprus,Cotton seed,0
2014,Cyprus,Other oilseed crops n.e.c.,0
2014,Cyprus,Fibre crops,0
2014,Cyprus,Tobacco,0
2014,Cyprus,Hops,0
2014,Cyprus,Other industrial crops including energy crops n.e.c.,0
2014,Cyprus,Other fresh vegetables n.e.c.,0
2014,Cyprus,Strawberries,0
2014,Cyprus,Berries (excluding strawberries),0
2014,Cyprus,Cultivated mushrooms,0
2014,Latvia,Durum wheat,0
2014,Latvia,Grain maize and corn-cob-mix,0
2014,Latvia,Rice,0
2014,Latvia,Sunflower seed,0
2014,Latvia,Soya,0
2014,Latvia,Cotton seed,0
2014,Latvia,Other oilseed crops n.e.c.,0
2014,Latvia,Fibre crops,0
2014,Latvia,Tobacco,0
2014,Latvia,Hops,0
2014,Latvia,Other industrial crops including energy crops n.e.c.,0
2014,Latvia,Other fresh vegetables n.e.c.,0
2014,Latvia,Peaches,0
2014,Latvia,Nectarines,0
2014,Latvia,Apricots,0
2014,Latvia,Other stone fruits n.e.c,0
2014,Latvia,Fruits from subtropical and tropical climate zones,0
2014,Latvia,Nuts,0
2014,Latvia,Citrus fruits,0
2014,Latvia,Grapes,0
2014,Latvia,Olives,0
2014,Latvia,Cultivated mushrooms,0
2014,Lithuania,Durum wheat,0
2014,Lithuania,Grain maize and corn-cob-mix,0
2014,Lithuania,Rice,0
2014,Lithuania,Sugar beet (excluding seed),0
2014,Lithuania,Cotton seed,0
2014,Lithuania,Fibre crops,0
2014,Lithuania,Tobacco,0
2014,Lithuania,Hops,0
2014,Lithuania,Other industrial crops including energy crops n.e.c.,0
2014,Lithuania,Leafy and stalked vegetables (excluding brassicas),0
2014,Lithuania,Fresh pulses,0
2014,Lithuania,Other pome fruits n.e.c.,0
2014,Lithuania,Peaches,0
2014,Lithuania,Nectarines,0
2014,Lithuania,Apricots,0
2014,Lithuania,Fruits from subtropical and tropical climate zones,0
2014,Lithuania,Citrus fruits,0
2014,Lithuania,Grapes,0
2014,Lithuania,Olives,0
2014,Lithuania,Other permanent crops for human consumption n.e.c.,0
2014,Lithuania,Cultivated mushrooms,0
2014,Luxembourg,Durum wheat,0
2014,Luxembourg,Rice,0
2014,Luxembourg,Sugar beet (excluding seed),0
2014,Luxembourg,Sunflower seed,0
2014,Luxembourg,Soya,0
2014,Luxembourg,Fibre crops,0
2014,Luxembourg,Tobacco,0
2014,Luxembourg,Hops,0
2014,Luxembourg,"Aromatic, medicinal and culinary plants",0
2014,Luxembourg,Peaches,0
2014,Luxembourg,Nectarines,0
2014,Luxembourg,Apricots,0
2014,Luxembourg,Fruits from subtropical and tropical climate zones,0
2014,Luxembourg,Citrus fruits,0
2014,Luxembourg,Olives,0
2014,Luxembourg,Other permanent crops for human consumption n.e.c.,0
2014,Hungary,Hops,0
2014,Hungary,Other industrial crops including energy crops n.e.c.,0
2014,Hungary,Fruits from subtropical and tropical climate zones,0
2014,Hungary,Citrus fruits,0
2014,Hungary,Olives,0
2014,Hungary,Other permanent crops for human consumption n.e.c.,0
2014,Malta,Cereals for the production of grain (including seed),0
2014,Malta,Cereals (excluding rice) for the production of grain (including seed),0
2014,Malta,Wheat and spelt,0
2014,Malta,Common wheat and spelt,0
2014,Malta,Durum wheat,0
2014,Malta,Rye and winter cereal mixtures (maslin),0
2014,Malta,Barley,0
2014,Malta,Oats and spring cereal mixtures (mixed grain other than maslin),0
2014,Malta,Grain maize and corn-cob-mix,0
2014,Malta,Other cereals (including triticale and sorghum),0
2014,Malta,Rice,0
2014,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2014,Malta,Sugar beet (excluding seed),0
2014,Malta,Other root crops n.e.c.,0
2014,Malta,Industrial crops,0
2014,Malta,Oilseeds,0
2014,Malta,Rape and turnip rape seeds,0
2014,Malta,Sunflower seed,0
2014,Malta,Soya,0
2014,Malta,Fibre crops,0
2014,Malta,Tobacco,0
2014,Malta,Hops,0
2014,Malta,"Aromatic, medicinal and culinary plants",0
2014,Malta,Other industrial crops including energy crops n.e.c.,0
2014,Malta,Leafy and stalked vegetables (excluding brassicas),0
2014,Malta,Vegetables cultivated for fruit (including melons),0
2014,Malta,"Root, tuber and bulb vegetables",0
2014,Malta,Fresh pulses,0
2014,Malta,Other fresh vegetables n.e.c.,0
2014,Malta,Strawberries,0
2014,Malta,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2014,Malta,Fruits from temperate climate zones,0
2014,Malta,Pome fruits,0
2014,Malta,Apples,0
2014,Malta,Pears,0
2014,Malta,Stone fruits,0
2014,Malta,Peaches,0
2014,Malta,Nectarines,0
2014,Malta,Apricots,0
2014,Malta,Cherries,0
2014,Malta,Plums,0
2014,Malta,Fruits from subtropical and tropical climate zones,0
2014,Malta,Berries (excluding strawberries),0
2014,Malta,Nuts,0
2014,Malta,Citrus fruits,0
2014,Malta,Olives,0
2014,Malta,Other permanent crops for human consumption n.e.c.,0
2014,Malta,Cultivated mushrooms,0
2014,Poland,Durum wheat,0
2014,Poland,Rice,0
2014,Poland,Sugar beet (excluding seed),0
2014,Poland,Fibre crops,0
2014,Poland,Tobacco,0
2014,Poland,Other pome fruits n.e.c.,0
2014,Poland,Fruits from subtropical and tropical climate zones,0
2014,Poland,Citrus fruits,0
2014,Poland,Olives,0
2014,Poland,Cultivated mushrooms,0
2014,Romania,Tobacco,0
2014,Romania,Other industrial crops including energy crops n.e.c.,0
2014,Romania,Nectarines,0
2014,Romania,Fruits from subtropical and tropical climate zones,0
2014,Romania,Citrus fruits,0
2014,Romania,Olives,0
2014,Romania,Other permanent crops for human consumption n.e.c.,0
2014,Romania,Cultivated mushrooms,0
2014,Slovenia,Durum wheat,0
2014,Slovenia,Rice,0
2014,Slovenia,Sugar beet (excluding seed),0
2014,Slovenia,Cotton seed,0
2014,Slovenia,Fibre crops,0
2014,Slovenia,Tobacco,0
2014,Slovenia,Hops,0
2014,Slovenia,Other industrial crops including energy crops n.e.c.,0
2014,Slovenia,Nectarines,0
2014,Slovenia,Citrus fruits,0
2014,Slovakia,Rice,0
2014,Slovakia,Sugar beet (excluding seed),0
2014,Slovakia,Cotton seed,0
2014,Slovakia,Fibre crops,0
2014,Slovakia,Tobacco,0
2014,Slovakia,Hops,0
2014,Slovakia,Other industrial crops including energy crops n.e.c.,0
2014,Slovakia,Fresh pulses,0
2014,Slovakia,Other fresh vegetables n.e.c.,0
2014,Slovakia,Other pome fruits n.e.c.,0
2014,Slovakia,Nectarines,0
2014,Slovakia,Fruits from subtropical and tropical climate zones,0
2014,Slovakia,Citrus fruits,0
2014,Slovakia,Olives,0
2014,Slovakia,Cultivated mushrooms,0
2014,Finland,Durum wheat,0
2014,Finland,Grain maize and corn-cob-mix,0
2014,Finland,Rice,0
2014,Finland,Sugar beet (excluding seed),0
2014,Finland,Soya,0
2014,Finland,Other industrial crops including energy crops n.e.c.,0
2014,Finland,Peaches,0
2014,Finland,Nectarines,0
2014,Finland,Apricots,0
2014,Finland,Fruits from subtropical and tropical climate zones,0
2014,Finland,Nuts,0
2014,Finland,Citrus fruits,0
2014,Finland,Olives,0
2014,Sweden,Durum wheat,0
2014,Sweden,Rice,0
2014,Sweden,Sugar beet (excluding seed),0
2014,Sweden,Soya,0
2014,Sweden,Fibre crops,0
2014,Sweden,Tobacco,0
2014,Sweden,Hops,0
2014,Sweden,Peaches,0
2014,Sweden,Nectarines,0
2014,Sweden,Apricots,0
2014,Sweden,Fruits from subtropical and tropical climate zones,0
2014,Sweden,Citrus fruits,0
2014,Sweden,Grapes,0
2014,Sweden,Olives,0
2014,Sweden,Other permanent crops for human consumption n.e.c.,0
2014,United Kingdom,Durum wheat,0
2014,United Kingdom,Grain maize and corn-cob-mix,0
2014,United Kingdom,Rice,0
2014,United Kingdom,Sugar beet (excluding seed),0
2014,United Kingdom,Other root crops n.e.c.,0
2014,United Kingdom,Sunflower seed,0
2014,United Kingdom,Soya,0
2014,United Kingdom,Fibre crops,0
2014,United Kingdom,Tobacco,0
2014,United Kingdom,Hops,0
2014,United Kingdom,"Aromatic, medicinal and culinary plants",0
2014,United Kingdom,Other industrial crops including energy crops n.e.c.,0
2014,United Kingdom,Plants harvested green from arable land,0
2014,United Kingdom,Vegetables cultivated for fruit (including melons),0
2014,United Kingdom,Fresh pulses,0
2014,United Kingdom,Other fresh vegetables n.e.c.,0
2014,United Kingdom,Peaches,0
2014,United Kingdom,Nectarines,0
2014,United Kingdom,Apricots,0
2014,United Kingdom,Fruits from subtropical and tropical climate zones,0
2014,United Kingdom,Nuts,0
2014,United Kingdom,Citrus fruits,0
2014,United Kingdom,Olives,0
2014,United Kingdom,Other permanent crops for human consumption n.e.c.,0
2014,United Kingdom,Cultivated mushrooms,0
2014,Norway,Durum wheat,0
2014,Norway,Grain maize and corn-cob-mix,0
2014,Norway,Other cereals (including triticale and sorghum),0
2014,Norway,Rice,0
2014,Norway,Sugar beet (excluding seed),0
2014,Norway,Other root crops n.e.c.,0
2014,Norway,Sunflower seed,0
2014,Norway,Soya,0
2014,Norway,Linseed (oilflax),0
2014,Norway,Cotton seed,0
2014,Norway,Other oilseed crops n.e.c.,0
2014,Norway,Fibre crops,0
2014,Norway,Tobacco,0
2014,Norway,Hops,0
2014,Norway,Other industrial crops including energy crops n.e.c.,0
2014,Norway,Other pome fruits n.e.c.,0
2014,Norway,Peaches,0
2014,Norway,Nectarines,0
2014,Norway,Apricots,0
2014,Norway,Other stone fruits n.e.c,0
2014,Norway,Fruits from subtropical and tropical climate zones,0
2014,Norway,Nuts,0
2014,Norway,Citrus fruits,0
2014,Norway,Grapes,0
2014,Norway,Olives,0
2014,Norway,Other permanent crops for human consumption n.e.c.,0
2014,Norway,Cultivated mushrooms,0
2014,Serbia,Durum wheat,0
2014,Serbia,Rice,0
2014,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2014,Serbia,Sugar beet (excluding seed),0
2014,Serbia,Other root crops n.e.c.,0
2014,Serbia,Rape and turnip rape seeds,0
2014,Serbia,Cotton seed,0
2014,Serbia,Fibre crops,0
2014,Serbia,Tobacco,0
2014,Serbia,Hops,0
2014,Serbia,Fruits from subtropical and tropical climate zones,0
2014,Serbia,Citrus fruits,0
2014,Serbia,Olives,0
2014,Serbia,Cultivated mushrooms,0
2014,Turkey,Durum wheat,0
2014,Turkey,Other root crops n.e.c.,0
2014,Turkey,Hops,0
2014,Turkey,Other fresh vegetables n.e.c.,0
2014,Czech Republic,Other fresh vegetables n.e.c.,1
2014,Czech Republic,Cultivated mushrooms,1
2014,Estonia,Brassicas,1
2014,Estonia,Fruits from subtropical and tropical climate zones,1
2014,Lithuania,Cherries,1
2014,Malta,Plants harvested green from arable land,1
2014,Malta,Fresh vegetables (including melons) and strawberries,1
2014,Malta,Fresh vegetables (including melons),1
2014,Malta,Brassicas,1
2014,Slovakia,Linseed (oilflax),1
2014,Slovakia,Pears,1
2014,Slovakia,Apricots,1
2014,Slovakia,Cherries,1
2014,Slovakia,Nuts,1
2014,Bulgaria,Fresh pulses,2
2014,Bulgaria,Other pome fruits n.e.c.,2
2014,Estonia,Grapes,2
2014,Hungary,Tobacco,2
2014,Malta,Root crops,2
2014,Malta,Potatoes (including seed potatoes),2
2014,Poland,Nectarines,2
2014,Slovenia,Apricots,2
2014,Slovakia,Other stone fruits n.e.c,2
2014,Serbia,Other oilseed crops n.e.c.,2
2014,Spain,Soya,3
2014,Lithuania,Pears,3
2014,Lithuania,Plums,3
2014,Slovenia,Cherries,3
2014,Serbia,Linseed (oilflax),3
2014,Czech Republic,Fresh pulses,4
2014,Czech Republic,Strawberries,4
2014,Lithuania,Nuts,4
2014,Romania,Apricots,4
2014,Slovakia,Peaches,4
2014,Serbia,Other stone fruits n.e.c,4
2014,Estonia,Linseed (oilflax),5
2014,Lithuania,Sunflower seed,5
2014,Hungary,Nectarines,5
2014,Slovenia,Fresh pulses,5
2014,Bulgaria,Other permanent crops for human consumption n.e.c.,6
2014,Estonia,Sugar beet (excluding seed),6
2014,Croatia,Other industrial crops including energy crops n.e.c.,6
2014,Croatia,Apricots,6
2014,Latvia,Linseed (oilflax),6
2014,Malta,Permanent crops for human consumption,6
2014,Malta,Grapes,6
2014,Slovenia,Peaches,6
2014,Serbia,Other permanent crops for human consumption n.e.c.,6
2014,Bulgaria,Other fresh vegetables n.e.c.,7
2014,Czech Republic,Hops,7
2014,Croatia,Durum wheat,7
2014,Lithuania,Linseed (oilflax),7
2014,Hungary,Strawberries,7
2014,Slovenia,Rape and turnip rape seeds,7
2014,Slovenia,Plums,7
2014,Serbia,Grapes,7
2014,Poland,Hops,8
2014,Slovenia,Cultivated mushrooms,8
2014,Serbia,Nectarines,8
2014,Bulgaria,Peaches,10
2014,Croatia,Other pome fruits n.e.c.,10
2014,Slovenia,Linseed (oilflax),10
2014,Serbia,Peaches,10
2014,Turkey,Cultivated mushrooms,10
2014,Czech Republic,Sugar beet (excluding seed),11
2014,Croatia,Tobacco,11
2014,Cyprus,Plants harvested green from arable land,11
2014,Cyprus,Nectarines,11
2014,Slovenia,Sunflower seed,11
2014,Turkey,Other stone fruits n.e.c,11
2014,Czech Republic,Nectarines,12
2014,Slovenia,Soya,12
2014,Czech Republic,Leafy and stalked vegetables (excluding brassicas),13
2014,Slovakia,Other root crops n.e.c.,13
2014,Serbia,Cherries,13
2014,Croatia,Peaches,14
2014,Bulgaria,Cultivated mushrooms,15
2014,Croatia,Nectarines,15
2014,Slovenia,Nuts,15
2014,Serbia,Rye and winter cereal mixtures (maslin),15
2014,Serbia,Other fresh vegetables n.e.c.,15
2014,Serbia,Pears,15
2014,Slovakia,Vegetables cultivated for fruit (including melons),16
2014,Bulgaria,Other oilseed crops n.e.c.,17
2014,Croatia,Cultivated mushrooms,17
2014,Slovenia,Berries (excluding strawberries),17
2014,Serbia,Nuts,17
2014,Bulgaria,Soya,18
2014,Bulgaria,Brassicas,18
2014,Croatia,Pears,18
2014,Serbia,Fresh pulses,18
2014,Greece,Sugar beet (excluding seed),19
2014,Greece,Berries (excluding strawberries),19
2014,Cyprus,Cherries,19
2014,Poland,Other permanent crops for human consumption n.e.c.,19
2014,Slovenia,Stone fruits,19
2014,Croatia,Fresh pulses,20
2014,Croatia,Strawberries,20
2014,Cyprus,Other pome fruits n.e.c.,20
2014,Romania,Strawberries,20
2014,Slovakia,Other permanent crops for human consumption n.e.c.,20
2014,Croatia,Fruits from subtropical and tropical climate zones,21
2014,Bulgaria,Linseed (oilflax),22
2014,Poland,Grapes,22
2014,Estonia,Strawberries,23
2014,Lithuania,Strawberries,23
2014,Estonia,Leafy and stalked vegetables (excluding brassicas),24
2014,Slovakia,Durum wheat,24
2014,Slovenia,"Aromatic, medicinal and culinary plants",25
2014,Serbia,Apricots,25
2014,Bulgaria,Apricots,26
2014,Slovakia,"Root, tuber and bulb vegetables",26
2014,Greece,Other permanent crops for human consumption n.e.c.,27
2014,Italy,Tobacco,27
2014,Slovenia,Strawberries,27
2014,Turkey,Nectarines,27
2014,Bulgaria,Fruits from subtropical and tropical climate zones,28
2014,Czech Republic,Other industrial crops including energy crops n.e.c.,28
2014,Hungary,Cultivated mushrooms,28
2014,Czech Republic,Sunflower seed,29
2014,Cyprus,Pears,29
2014,Poland,Apricots,29
2014,Romania,Other root crops n.e.c.,29
2014,Latvia,Cherries,30
2014,Romania,Cotton seed,30
2014,Bulgaria,Pears,32
2014,Estonia,Vegetables cultivated for fruit (including melons),32
2014,Latvia,Other permanent crops for human consumption n.e.c.,32
2014,Lithuania,Vegetables cultivated for fruit (including melons),33
2014,Slovenia,Fruits from subtropical and tropical climate zones,33
2014,Czech Republic,Brassicas,34
2014,Latvia,Leafy and stalked vegetables (excluding brassicas),34
2014,Serbia,Barley,34
2014,Bulgaria,Nectarines,37
2014,Slovakia,"Aromatic, medicinal and culinary plants",38
2014,Bulgaria,Root crops,41
2014,Bulgaria,Potatoes (including seed potatoes),41
2014,Greece,Other industrial crops including energy crops n.e.c.,43
2014,Cyprus,Peaches,44
2014,Croatia,Other root crops n.e.c.,45
2014,Latvia,Plums,45
2014,Finland,Fresh pulses,45
2014,Bulgaria,Leafy and stalked vegetables (excluding brassicas),46
2014,Slovakia,Other oilseed crops n.e.c.,46
2014,Czech Republic,Nuts,47
2014,Romania,Leafy and stalked vegetables (excluding brassicas),47
2014,Serbia,Other pome fruits n.e.c.,47
2014,Greece,Rape and turnip rape seeds,48
2014,Estonia,Other oilseed crops n.e.c.,49
2014,Spain,Fibre crops,49
2014,Romania,Hops,50
2014,Latvia,Fresh pulses,52
2014,Spain,Rape and turnip rape seeds,54
2014,Poland,Linseed (oilflax),54
2014,Slovakia,Berries (excluding strawberries),54
2014,Finland,Fruits from temperate climate zones,55
2014,Finland,Pome fruits,55
2014,Finland,Apples,55
2014,Bulgaria,Rape and turnip rape seeds,58
2014,Latvia,Pears,59
2014,Serbia,Oats and spring cereal mixtures (mixed grain other than maslin),59
2014,Croatia,Nuts,60
2014,Croatia,Brassicas,62
2014,Estonia,Berries (excluding strawberries),63
2014,Slovenia,Pears,65
2014,Croatia,Leafy and stalked vegetables (excluding brassicas),68
2014,Cyprus,Industrial crops,70
2014,Cyprus,"Aromatic, medicinal and culinary plants",70
2014,Serbia,Other cereals (including triticale and sorghum),70
2014,Slovakia,Brassicas,72
2014,Poland,Peaches,73
2014,Romania,Brassicas,74
2014,Romania,Cherries,74
2014,Latvia,Other pome fruits n.e.c.,75
2014,Latvia,Stone fruits,75
2014,Latvia,Sugar beet (excluding seed),76
2014,Serbia,Sunflower seed,76
2014,Turkey,Rape and turnip rape seeds,76
2014,Czech Republic,Rape and turnip rape seeds,79
2014,Lithuania,Brassicas,80
2014,Czech Republic,Peaches,81
2014,Romania,Pears,86
2014,Serbia,Leafy and stalked vegetables (excluding brassicas),86
2014,Cyprus,Apricots,87
2014,Slovakia,Plums,88
2014,Latvia,"Aromatic, medicinal and culinary plants",89
2014,Romania,Peaches,89
2014,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),91
2014,Slovenia,Other oilseed crops n.e.c.,91
2014,Greece,Soya,93
2014,Cyprus,Fresh pulses,94
2014,Slovakia,Stone fruits,96
2014,Cyprus,Wheat and spelt,98
2014,Cyprus,Durum wheat,98
2014,Croatia,Cherries,103
2014,Turkey,Rice,103
2014,Romania,Nuts,106
2014,Poland,Nuts,107
2014,Hungary,Fibre crops,109
2014,Czech Republic,Other root crops n.e.c.,112
2014,United Kingdom,Cherries,114
2014,Slovenia,Leafy and stalked vegetables (excluding brassicas),117
2014,Finland,Berries (excluding strawberries),118
2014,Greece,Tobacco,119
2014,Cyprus,Vegetables cultivated for fruit (including melons),120
2014,Slovenia,Brassicas,122
2014,Cyprus,Other stone fruits n.e.c,123
2014,Hungary,Peaches,123
2014,Serbia,Apples,123
