year,country,source_of_gas,emission_quantity
2014,United Kingdom,Enteric fermentation,23.84601
2014,Germany,Enteric fermentation,24.87519
2014,Germany,Managed agricultural soils,26.53122
2014,United Kingdom,Livestock,28.80447
2014,Hungary,Livestock,3.10585
2014,Slovakia,Agriculture,3.13293
2014,Sweden,Enteric fermentation,3.13815
2014,Czech Republic,Managed agricultural soils,3.18235
2014,Hungary,Managed agricultural soils,3.26305
2014,Sweden,Managed agricultural soils,3.28631
2014,Greece,Managed agricultural soils,3.3343
2014,Belgium,Managed agricultural soils,3.35368
2014,Finland,Managed agricultural soils,3.42445
2014,Portugal,Enteric fermentation,3.42631
2014,Poland,Manure management,3.54488
2014,Denmark,Enteric fermentation,3.63625
2014,Sweden,Livestock,3.73379
2014,Denmark,Managed agricultural soils,3.7425
2014,Lithuania,Agriculture,3.88826
2014,Romania,Managed agricultural soils,3.98597
2014,Poland,Agriculture,30.24457
2014,Italy,Agriculture,30.33763
2014,France,Enteric fermentation,33.73769
2014,France,Managed agricultural soils,34.66357
2014,Germany,Livestock,35.00382
2014,Spain,Agriculture,37.40586
2014,Greece,Enteric fermentation,4.0408
2014,Austria,Enteric fermentation,4.11971
2014,Belgium,Enteric fermentation,4.46624
2014,Portugal,Livestock,4.78032
2014,Czech Republic,Livestock,4.89749
2014,United Kingdom,Manure management,4.95846
2014,Austria,Livestock,4.99099
2014,France,Livestock,42.05851
2014,United Kingdom,Agriculture,44.55592
2014,Netherlands,Manure management,5.00969
2014,Netherlands,Managed agricultural soils,5.0921
2014,Bulgaria,Agriculture,5.09229
2014,Greece,Livestock,5.18812
2014,Italy,Manure management,5.20715
2014,Ireland,Managed agricultural soils,5.98899
2014,Belgium,Livestock,6.45558
2014,Finland,Agriculture,6.47537
2014,Hungary,Agriculture,6.53159
2014,Denmark,Livestock,6.58319
2014,Germany,Agriculture,66.06981
2014,Sweden,Agriculture,7.14342
2014,Portugal,Agriculture,7.20196
2014,France,Agriculture,78.86942
2014,Netherlands,Enteric fermentation,8.22311
2014,Czech Republic,Agriculture,8.28716
2014,France,Manure management,8.32082
2014,Greece,Agriculture,8.7431
2014,Italy,Managed agricultural soils,9.32826
2014,Romania,Enteric fermentation,9.90349
2014,Belgium,Agriculture,9.94176
