year,country,meat_type,unit,quantity
2010,Albania,Adult cattle,Thousand tonnes,0
2010,Albania,Adult cattle,Thousand head (animals),0
2010,Serbia,Bovine meat,Thousand tonnes,0
2010,Serbia,Bovine meat,Thousand head (animals),0
2010,Serbia,Calve and young cattley,Thousand tonnes,0
2010,Serbia,Calve and young cattley,Thousand head (animals),0
2010,Serbia,Calve,Thousand tonnes,0
2010,Serbia,Calve,Thousand head (animals),0
2010,Serbia,Young cattle,Thousand tonnes,0
2010,Serbia,Young cattle,Thousand head (animals),0
2010,Serbia,Adult cattle,Thousand tonnes,0
2010,Serbia,Adult cattle,Thousand head (animals),0
2010,Turkey,Bovine meat,Thousand tonnes,618.5
2010,Turkey,Bovine meat,Thousand head (animals),0
2010,Turkey,Calve and young cattley,Thousand tonnes,0
2010,Turkey,Calve and young cattley,Thousand head (animals),0
2010,Turkey,Calve,Thousand tonnes,0
2010,Turkey,Calve,Thousand head (animals),0
2010,Turkey,Young cattle,Thousand tonnes,0
2010,Turkey,Young cattle,Thousand head (animals),0
2010,Turkey,Adult cattle,Thousand tonnes,618.5
2010,Turkey,Adult cattle,Thousand head (animals),0
2010,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2010,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2010,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2010,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2010,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2010,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2010,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2010,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2010,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2010,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
2011,European Union (28 countries),Bovine meat,Thousand tonnes,0
2011,European Union (28 countries),Bovine meat,Thousand head (animals),0
2011,European Union (28 countries),Calve and young cattley,Thousand tonnes,0
2011,European Union (28 countries),Calve and young cattley,Thousand head (animals),0
2011,European Union (28 countries),Calve,Thousand tonnes,0
2011,European Union (28 countries),Calve,Thousand head (animals),0
2011,European Union (28 countries),Young cattle,Thousand tonnes,393.9
2011,European Union (28 countries),Young cattle,Thousand head (animals),1770.88
2011,European Union (28 countries),Adult cattle,Thousand tonnes,6854.17
2011,European Union (28 countries),Adult cattle,Thousand head (animals),20863.61
2011,European Union (27 countries),Bovine meat,Thousand tonnes,0
2011,European Union (27 countries),Bovine meat,Thousand head (animals),0
2011,European Union (27 countries),Calve and young cattley,Thousand tonnes,0
2011,European Union (27 countries),Calve and young cattley,Thousand head (animals),0
2011,European Union (27 countries),Calve,Thousand tonnes,0
2011,European Union (27 countries),Calve,Thousand head (animals),0
2011,European Union (27 countries),Young cattle,Thousand tonnes,393.28
2011,European Union (27 countries),Young cattle,Thousand head (animals),1767.18
2011,European Union (27 countries),Adult cattle,Thousand tonnes,6806.67
2011,European Union (27 countries),Adult cattle,Thousand head (animals),20700.01
2011,European Union (25 countries),Bovine meat,Thousand tonnes,0
2011,European Union (25 countries),Bovine meat,Thousand head (animals),0
2011,European Union (25 countries),Calve and young cattley,Thousand tonnes,0
2011,European Union (25 countries),Calve and young cattley,Thousand head (animals),0
2011,European Union (25 countries),Calve,Thousand tonnes,0
2011,European Union (25 countries),Calve,Thousand head (animals),0
2011,European Union (25 countries),Young cattle,Thousand tonnes,387.23
2011,European Union (25 countries),Young cattle,Thousand head (animals),1734.99
2011,European Union (25 countries),Adult cattle,Thousand tonnes,6779.92
2011,European Union (25 countries),Adult cattle,Thousand head (animals),20588.48
2011,European Union (15 countries),Bovine meat,Thousand tonnes,0
2011,European Union (15 countries),Bovine meat,Thousand head (animals),0
2011,European Union (15 countries),Calve and young cattley,Thousand tonnes,0
2011,European Union (15 countries),Calve and young cattley,Thousand head (animals),0
2011,European Union (15 countries),Calve,Thousand tonnes,0
2011,European Union (15 countries),Calve,Thousand head (animals),0
2011,European Union (15 countries),Young cattle,Thousand tonnes,384
2011,European Union (15 countries),Young cattle,Thousand head (animals),1713.48
2011,European Union (15 countries),Adult cattle,Thousand tonnes,6198.31
2011,European Union (15 countries),Adult cattle,Thousand head (animals),18494.91
2011,Belgium,Bovine meat,Thousand tonnes,272.29
2011,Belgium,Bovine meat,Thousand head (animals),857.2
2011,Belgium,Calve and young cattley,Thousand tonnes,52.88
2011,Belgium,Calve and young cattley,Thousand head (animals),330.36
2011,Belgium,Calve,Thousand tonnes,51.12
2011,Belgium,Calve,Thousand head (animals),321.19
2011,Belgium,Young cattle,Thousand tonnes,1.76
2011,Belgium,Young cattle,Thousand head (animals),9.18
2011,Belgium,Adult cattle,Thousand tonnes,219.4
2011,Belgium,Adult cattle,Thousand head (animals),526.84
2011,Bulgaria,Bovine meat,Thousand tonnes,0
2011,Bulgaria,Bovine meat,Thousand head (animals),0
2011,Bulgaria,Calve and young cattley,Thousand tonnes,0
2011,Bulgaria,Calve and young cattley,Thousand head (animals),0
2011,Bulgaria,Calve,Thousand tonnes,0
2011,Bulgaria,Calve,Thousand head (animals),0
2011,Bulgaria,Young cattle,Thousand tonnes,0.71
2011,Bulgaria,Young cattle,Thousand head (animals),4.53
2011,Bulgaria,Adult cattle,Thousand tonnes,4.11
2011,Bulgaria,Adult cattle,Thousand head (animals),18.73
2011,Czech Republic,Bovine meat,Thousand tonnes,72.12
2011,Czech Republic,Bovine meat,Thousand head (animals),248.39
2011,Czech Republic,Calve and young cattley,Thousand tonnes,0.79
2011,Czech Republic,Calve and young cattley,Thousand head (animals),10.11
2011,Czech Republic,Calve,Thousand tonnes,0.51
2011,Czech Republic,Calve,Thousand head (animals),8.24
2011,Czech Republic,Young cattle,Thousand tonnes,0.28
2011,Czech Republic,Young cattle,Thousand head (animals),1.87
2011,Czech Republic,Adult cattle,Thousand tonnes,71.33
2011,Czech Republic,Adult cattle,Thousand head (animals),238.28
2011,Denmark,Bovine meat,Thousand tonnes,133
2011,Denmark,Bovine meat,Thousand head (animals),513.1
2011,Denmark,Calve and young cattley,Thousand tonnes,30.8
2011,Denmark,Calve and young cattley,Thousand head (animals),145.3
2011,Denmark,Calve,Thousand tonnes,0
2011,Denmark,Calve,Thousand head (animals),0.7
2011,Denmark,Young cattle,Thousand tonnes,30.8
2011,Denmark,Young cattle,Thousand head (animals),144.6
2011,Denmark,Adult cattle,Thousand tonnes,102.2
2011,Denmark,Adult cattle,Thousand head (animals),367.8
2011,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand tonnes,1159
2011,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand head (animals),3677
2011,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand tonnes,54
2011,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand head (animals),375
2011,Germany (until 1990 former territory of the FRG),Calve,Thousand tonnes,45
2011,Germany (until 1990 former territory of the FRG),Calve,Thousand head (animals),330
2011,Germany (until 1990 former territory of the FRG),Young cattle,Thousand tonnes,9
2011,Germany (until 1990 former territory of the FRG),Young cattle,Thousand head (animals),45
2011,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1105
2011,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3302
2011,Estonia,Bovine meat,Thousand tonnes,8.37
2011,Estonia,Bovine meat,Thousand head (animals),37.17
2011,Estonia,Calve and young cattley,Thousand tonnes,0.23
2011,Estonia,Calve and young cattley,Thousand head (animals),3.27
2011,Estonia,Calve,Thousand tonnes,0.07
2011,Estonia,Calve,Thousand head (animals),2.41
2011,Estonia,Young cattle,Thousand tonnes,0.16
2011,Estonia,Young cattle,Thousand head (animals),0.86
2011,Estonia,Adult cattle,Thousand tonnes,8.15
2011,Estonia,Adult cattle,Thousand head (animals),33.9
2011,Ireland,Bovine meat,Thousand tonnes,546.76
2011,Ireland,Bovine meat,Thousand head (animals),1642.34
2011,Ireland,Calve and young cattley,Thousand tonnes,1.32
2011,Ireland,Calve and young cattley,Thousand head (animals),8.2
2011,Ireland,Calve,Thousand tonnes,0.27
2011,Ireland,Calve,Thousand head (animals),3.1
2011,Ireland,Young cattle,Thousand tonnes,1.05
2011,Ireland,Young cattle,Thousand head (animals),5.11
2011,Ireland,Adult cattle,Thousand tonnes,545.44
2011,Ireland,Adult cattle,Thousand head (animals),1634.14
2011,Greece,Bovine meat,Thousand tonnes,59.23
2011,Greece,Bovine meat,Thousand head (animals),251.2
2011,Greece,Calve and young cattley,Thousand tonnes,11.67
2011,Greece,Calve and young cattley,Thousand head (animals),67.51
2011,Greece,Calve,Thousand tonnes,2.21
2011,Greece,Calve,Thousand head (animals),18.89
2011,Greece,Young cattle,Thousand tonnes,9.46
2011,Greece,Young cattle,Thousand head (animals),48.62
2011,Greece,Adult cattle,Thousand tonnes,47.56
2011,Greece,Adult cattle,Thousand head (animals),183.69
2011,Spain,Bovine meat,Thousand tonnes,604.11
2011,Spain,Bovine meat,Thousand head (animals),2314.75
2011,Spain,Calve and young cattley,Thousand tonnes,244.73
2011,Spain,Calve and young cattley,Thousand head (animals),1059.2
2011,Spain,Calve,Thousand tonnes,18.4
2011,Spain,Calve,Thousand head (animals),110.68
2011,Spain,Young cattle,Thousand tonnes,226.33
2011,Spain,Young cattle,Thousand head (animals),948.52
2011,Spain,Adult cattle,Thousand tonnes,359.38
2011,Spain,Adult cattle,Thousand head (animals),1255.55
2011,France,Bovine meat,Thousand tonnes,1559.35
2011,France,Bovine meat,Thousand head (animals),5155.3
2011,France,Calve and young cattley,Thousand tonnes,226.04
2011,France,Calve and young cattley,Thousand head (animals),1559.83
2011,France,Calve,Thousand tonnes,193.79
2011,France,Calve,Thousand head (animals),1439.51
2011,France,Young cattle,Thousand tonnes,32.25
2011,France,Young cattle,Thousand head (animals),120.32
2011,France,Adult cattle,Thousand tonnes,1333.31
2011,France,Adult cattle,Thousand head (animals),3595.46
2011,Croatia,Bovine meat,Thousand tonnes,53.75
2011,Croatia,Bovine meat,Thousand head (animals),246.2
2011,Croatia,Calve and young cattley,Thousand tonnes,6.25
2011,Croatia,Calve and young cattley,Thousand head (animals),82.6
2011,Croatia,Calve,Thousand tonnes,5.64
2011,Croatia,Calve,Thousand head (animals),78.9
2011,Croatia,Young cattle,Thousand tonnes,0.62
2011,Croatia,Young cattle,Thousand head (animals),3.7
2011,Croatia,Adult cattle,Thousand tonnes,47.5
2011,Croatia,Adult cattle,Thousand head (animals),163.6
2011,Italy,Bovine meat,Thousand tonnes,1009.21
2011,Italy,Bovine meat,Thousand head (animals),3609.7
2011,Italy,Calve and young cattley,Thousand tonnes,128.78
2011,Italy,Calve and young cattley,Thousand head (animals),868.99
2011,Italy,Calve,Thousand tonnes,117.13
2011,Italy,Calve,Thousand head (animals),799.67
2011,Italy,Young cattle,Thousand tonnes,11.65
2011,Italy,Young cattle,Thousand head (animals),69.32
2011,Italy,Adult cattle,Thousand tonnes,880.43
2011,Italy,Adult cattle,Thousand head (animals),2740.71
2011,Cyprus,Bovine meat,Thousand tonnes,4.82
2011,Cyprus,Bovine meat,Thousand head (animals),16
2011,Cyprus,Calve and young cattley,Thousand tonnes,0.89
2011,Cyprus,Calve and young cattley,Thousand head (animals),4.19
2011,Cyprus,Calve,Thousand tonnes,0.03
2011,Cyprus,Calve,Thousand head (animals),0.18
2011,Cyprus,Young cattle,Thousand tonnes,0.87
2011,Cyprus,Young cattle,Thousand head (animals),4.01
2011,Cyprus,Adult cattle,Thousand tonnes,3.92
2011,Cyprus,Adult cattle,Thousand head (animals),11.81
2011,Latvia,Bovine meat,Thousand tonnes,17.13
2011,Latvia,Bovine meat,Thousand head (animals),86.6
2011,Latvia,Calve and young cattley,Thousand tonnes,1.04
2011,Latvia,Calve and young cattley,Thousand head (animals),11.94
2011,Latvia,Calve,Thousand tonnes,0.31
2011,Latvia,Calve,Thousand head (animals),6.34
2011,Latvia,Young cattle,Thousand tonnes,0.73
2011,Latvia,Young cattle,Thousand head (animals),5.59
2011,Latvia,Adult cattle,Thousand tonnes,16.09
2011,Latvia,Adult cattle,Thousand head (animals),74.67
2011,Lithuania,Bovine meat,Thousand tonnes,41.08
2011,Lithuania,Bovine meat,Thousand head (animals),171.47
2011,Lithuania,Calve and young cattley,Thousand tonnes,0.47
2011,Lithuania,Calve and young cattley,Thousand head (animals),8.63
2011,Lithuania,Calve,Thousand tonnes,0.26
2011,Lithuania,Calve,Thousand head (animals),6.56
2011,Lithuania,Young cattle,Thousand tonnes,0.21
2011,Lithuania,Young cattle,Thousand head (animals),2.07
2011,Lithuania,Adult cattle,Thousand tonnes,40.61
2011,Lithuania,Adult cattle,Thousand head (animals),162.84
2011,Luxembourg,Bovine meat,Thousand tonnes,8.88
2011,Luxembourg,Bovine meat,Thousand head (animals),24.71
2011,Luxembourg,Calve and young cattley,Thousand tonnes,0.2
2011,Luxembourg,Calve and young cattley,Thousand head (animals),1.25
2011,Luxembourg,Calve,Thousand tonnes,0.1
2011,Luxembourg,Calve,Thousand head (animals),0.7
2011,Luxembourg,Young cattle,Thousand tonnes,0.1
2011,Luxembourg,Young cattle,Thousand head (animals),0.55
2011,Luxembourg,Adult cattle,Thousand tonnes,8.68
2011,Luxembourg,Adult cattle,Thousand head (animals),23.46
2011,Hungary,Bovine meat,Thousand tonnes,25.98
2011,Hungary,Bovine meat,Thousand head (animals),100.1
2011,Hungary,Calve and young cattley,Thousand tonnes,0.43
2011,Hungary,Calve and young cattley,Thousand head (animals),3.87
2011,Hungary,Calve,Thousand tonnes,0.13
2011,Hungary,Calve,Thousand head (animals),1.66
2011,Hungary,Young cattle,Thousand tonnes,0.3
2011,Hungary,Young cattle,Thousand head (animals),2.21
2011,Hungary,Adult cattle,Thousand tonnes,25.55
2011,Hungary,Adult cattle,Thousand head (animals),96.24
2011,Malta,Bovine meat,Thousand tonnes,1.12
2011,Malta,Bovine meat,Thousand head (animals),4.2
2011,Malta,Calve and young cattley,Thousand tonnes,0
2011,Malta,Calve and young cattley,Thousand head (animals),0.03
2011,Malta,Calve,Thousand tonnes,0
2011,Malta,Calve,Thousand head (animals),0.03
2011,Malta,Young cattle,Thousand tonnes,0
2011,Malta,Young cattle,Thousand head (animals),0
2011,Malta,Adult cattle,Thousand tonnes,1.11
2011,Malta,Adult cattle,Thousand head (animals),4.17
2011,Netherlands,Bovine meat,Thousand tonnes,381.56
2011,Netherlands,Bovine meat,Thousand head (animals),2028.26
2011,Netherlands,Calve and young cattley,Thousand tonnes,218.72
2011,Netherlands,Calve and young cattley,Thousand head (animals),1499.14
2011,Netherlands,Calve,Thousand tonnes,180.95
2011,Netherlands,Calve,Thousand head (animals),1296.87
2011,Netherlands,Young cattle,Thousand tonnes,37.77
2011,Netherlands,Young cattle,Thousand head (animals),202.28
2011,Netherlands,Adult cattle,Thousand tonnes,162.84
2011,Netherlands,Adult cattle,Thousand head (animals),529.11
2011,Austria,Bovine meat,Thousand tonnes,220.66
2011,Austria,Bovine meat,Thousand head (animals),687.87
2011,Austria,Calve and young cattley,Thousand tonnes,7.28
2011,Austria,Calve and young cattley,Thousand head (animals),73.34
2011,Austria,Calve,Thousand tonnes,7.28
2011,Austria,Calve,Thousand head (animals),73.34
2011,Austria,Young cattle,Thousand tonnes,0
2011,Austria,Young cattle,Thousand head (animals),0
2011,Austria,Adult cattle,Thousand tonnes,213.38
2011,Austria,Adult cattle,Thousand head (animals),614.54
2011,Poland,Bovine meat,Thousand tonnes,379.93
2011,Poland,Bovine meat,Thousand head (animals),1520.36
2011,Poland,Calve and young cattley,Thousand tonnes,9.52
2011,Poland,Calve and young cattley,Thousand head (animals),191.59
2011,Poland,Calve,Thousand tonnes,9.21
2011,Poland,Calve,Thousand head (animals),189.11
2011,Poland,Young cattle,Thousand tonnes,0.31
2011,Poland,Young cattle,Thousand head (animals),2.48
2011,Poland,Adult cattle,Thousand tonnes,370.41
2011,Poland,Adult cattle,Thousand head (animals),1328.77
2011,Portugal,Bovine meat,Thousand tonnes,96
2011,Portugal,Bovine meat,Thousand head (animals),414.85
2011,Portugal,Calve and young cattley,Thousand tonnes,22.96
2011,Portugal,Calve and young cattley,Thousand head (animals),144.75
2011,Portugal,Calve,Thousand tonnes,9.81
2011,Portugal,Calve,Thousand head (animals),72.29
2011,Portugal,Young cattle,Thousand tonnes,13.15
2011,Portugal,Young cattle,Thousand head (animals),72.46
2011,Portugal,Adult cattle,Thousand tonnes,73.04
2011,Portugal,Adult cattle,Thousand head (animals),270.1
2011,Romania,Bovine meat,Thousand tonnes,29.07
2011,Romania,Bovine meat,Thousand head (animals),129.09
2011,Romania,Calve and young cattley,Thousand tonnes,6.43
2011,Romania,Calve and young cattley,Thousand head (animals),36.29
2011,Romania,Calve,Thousand tonnes,1.09
2011,Romania,Calve,Thousand head (animals),8.61
2011,Romania,Young cattle,Thousand tonnes,5.34
2011,Romania,Young cattle,Thousand head (animals),27.67
2011,Romania,Adult cattle,Thousand tonnes,22.64
2011,Romania,Adult cattle,Thousand head (animals),92.8
2011,Slovenia,Bovine meat,Thousand tonnes,35.57
2011,Slovenia,Bovine meat,Thousand head (animals),124.45
2011,Slovenia,Calve and young cattley,Thousand tonnes,2.31
2011,Slovenia,Calve and young cattley,Thousand head (animals),23.1
2011,Slovenia,Calve,Thousand tonnes,1.97
2011,Slovenia,Calve,Thousand head (animals),21.02
2011,Slovenia,Young cattle,Thousand tonnes,0.34
2011,Slovenia,Young cattle,Thousand head (animals),2.09
2011,Slovenia,Adult cattle,Thousand tonnes,33.26
2011,Slovenia,Adult cattle,Thousand head (animals),101.34
2011,Slovakia,Bovine meat,Thousand tonnes,11.28
2011,Slovakia,Bovine meat,Thousand head (animals),42.83
2011,Slovakia,Calve and young cattley,Thousand tonnes,0.1
2011,Slovakia,Calve and young cattley,Thousand head (animals),1.27
2011,Slovakia,Calve,Thousand tonnes,0.06
2011,Slovakia,Calve,Thousand head (animals),0.93
2011,Slovakia,Young cattle,Thousand tonnes,0.04
2011,Slovakia,Young cattle,Thousand head (animals),0.33
2011,Slovakia,Adult cattle,Thousand tonnes,11.19
2011,Slovakia,Adult cattle,Thousand head (animals),41.57
2011,Finland,Bovine meat,Thousand tonnes,82.65
2011,Finland,Bovine meat,Thousand head (animals),268.05
2011,Finland,Calve and young cattley,Thousand tonnes,0.37
2011,Finland,Calve and young cattley,Thousand head (animals),2.87
2011,Finland,Calve,Thousand tonnes,0.08
2011,Finland,Calve,Thousand head (animals),1.07
2011,Finland,Young cattle,Thousand tonnes,0.29
2011,Finland,Young cattle,Thousand head (animals),1.81
2011,Finland,Adult cattle,Thousand tonnes,82.28
2011,Finland,Adult cattle,Thousand head (animals),265.18
2011,Sweden,Bovine meat,Thousand tonnes,147.78
2011,Sweden,Bovine meat,Thousand head (animals),491.37
2011,Sweden,Calve and young cattley,Thousand tonnes,14.33
2011,Sweden,Calve and young cattley,Thousand head (animals),62.4
2011,Sweden,Calve,Thousand tonnes,4.43
2011,Sweden,Calve,Thousand head (animals),27.16
2011,Sweden,Young cattle,Thousand tonnes,9.9
2011,Sweden,Young cattle,Thousand head (animals),35.24
2011,Sweden,Adult cattle,Thousand tonnes,133.45
2011,Sweden,Adult cattle,Thousand head (animals),428.96
2011,United Kingdom,Bovine meat,Thousand tonnes,935.52
2011,United Kingdom,Bovine meat,Thousand head (animals),2837.95
2011,United Kingdom,Calve and young cattley,Thousand tonnes,3.62
2011,United Kingdom,Calve and young cattley,Thousand head (animals),80.58
2011,United Kingdom,Calve,Thousand tonnes,3.15
2011,United Kingdom,Calve,Thousand head (animals),70.11
2011,United Kingdom,Young cattle,Thousand tonnes,0.47
2011,United Kingdom,Young cattle,Thousand head (animals),10.48
2011,United Kingdom,Adult cattle,Thousand tonnes,931.9
2011,United Kingdom,Adult cattle,Thousand head (animals),2757.37
2011,Iceland,Bovine meat,Thousand tonnes,0
2011,Iceland,Bovine meat,Thousand head (animals),0
2011,Iceland,Calve and young cattley,Thousand tonnes,0
2011,Iceland,Calve and young cattley,Thousand head (animals),0
2011,Iceland,Calve,Thousand tonnes,0
2011,Iceland,Calve,Thousand head (animals),0
2011,Iceland,Young cattle,Thousand tonnes,0
2011,Iceland,Young cattle,Thousand head (animals),0
2011,Iceland,Adult cattle,Thousand tonnes,0
2011,Iceland,Adult cattle,Thousand head (animals),0
2011,Switzerland,Bovine meat,Thousand tonnes,144.6
2011,Switzerland,Bovine meat,Thousand head (animals),657.19
2011,Switzerland,Calve and young cattley,Thousand tonnes,50.23
2011,Switzerland,Calve and young cattley,Thousand head (animals),329.86
2011,Switzerland,Calve,Thousand tonnes,32.33
2011,Switzerland,Calve,Thousand head (animals),260.91
2011,Switzerland,Young cattle,Thousand tonnes,17.91
2011,Switzerland,Young cattle,Thousand head (animals),68.95
2011,Switzerland,Adult cattle,Thousand tonnes,94.37
2011,Switzerland,Adult cattle,Thousand head (animals),327.34
2011,Montenegro,Bovine meat,Thousand tonnes,0
2011,Montenegro,Bovine meat,Thousand head (animals),0
2011,Montenegro,Calve and young cattley,Thousand tonnes,0
2011,Montenegro,Calve and young cattley,Thousand head (animals),0
2011,Montenegro,Calve,Thousand tonnes,0
2011,Montenegro,Calve,Thousand head (animals),0
2011,Montenegro,Young cattle,Thousand tonnes,0
2011,Montenegro,Young cattle,Thousand head (animals),0
2011,Montenegro,Adult cattle,Thousand tonnes,0
2011,Montenegro,Adult cattle,Thousand head (animals),0
2011,Albania,Bovine meat,Thousand tonnes,0
2011,Albania,Bovine meat,Thousand head (animals),0
2011,Albania,Calve and young cattley,Thousand tonnes,0
2011,Albania,Calve and young cattley,Thousand head (animals),0
2011,Albania,Calve,Thousand tonnes,0
2011,Albania,Calve,Thousand head (animals),0
2011,Albania,Young cattle,Thousand tonnes,0
2011,Albania,Young cattle,Thousand head (animals),0
2011,Albania,Adult cattle,Thousand tonnes,0
2011,Albania,Adult cattle,Thousand head (animals),0
2011,Serbia,Bovine meat,Thousand tonnes,0
2011,Serbia,Bovine meat,Thousand head (animals),0
2011,Serbia,Calve and young cattley,Thousand tonnes,0
2011,Serbia,Calve and young cattley,Thousand head (animals),0
2011,Serbia,Calve,Thousand tonnes,0
2011,Serbia,Calve,Thousand head (animals),0
2011,Serbia,Young cattle,Thousand tonnes,0
2011,Serbia,Young cattle,Thousand head (animals),0
2011,Serbia,Adult cattle,Thousand tonnes,0
2011,Serbia,Adult cattle,Thousand head (animals),0
2011,Turkey,Bovine meat,Thousand tonnes,644.8
2011,Turkey,Bovine meat,Thousand head (animals),0
2011,Turkey,Calve and young cattley,Thousand tonnes,0
2011,Turkey,Calve and young cattley,Thousand head (animals),0
2011,Turkey,Calve,Thousand tonnes,0
2011,Turkey,Calve,Thousand head (animals),0
2011,Turkey,Young cattle,Thousand tonnes,0
2011,Turkey,Young cattle,Thousand head (animals),0
2011,Turkey,Adult cattle,Thousand tonnes,644.8
2011,Turkey,Adult cattle,Thousand head (animals),0
2011,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2011,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2011,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2011,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2011,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2011,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2011,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2011,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2011,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2011,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2011,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
2012,European Union (28 countries),Bovine meat,Thousand tonnes,7579.01
2012,European Union (28 countries),Bovine meat,Thousand head (animals),26400.32
2012,European Union (28 countries),Calve and young cattley,Thousand tonnes,1036.67
2012,European Union (28 countries),Calve and young cattley,Thousand head (animals),6491.91
2012,European Union (28 countries),Calve,Thousand tonnes,642.2
2012,European Union (28 countries),Calve,Thousand head (animals),4677.13
2012,European Union (28 countries),Young cattle,Thousand tonnes,394.47
2012,European Union (28 countries),Young cattle,Thousand head (animals),1814.78
2012,European Union (28 countries),Adult cattle,Thousand tonnes,6542.34
2012,European Union (28 countries),Adult cattle,Thousand head (animals),19908.41
2012,European Union (27 countries),Bovine meat,Thousand tonnes,7532.23
2012,European Union (27 countries),Bovine meat,Thousand head (animals),26183.72
2012,European Union (27 countries),Calve and young cattley,Thousand tonnes,1030.79
2012,European Union (27 countries),Calve and young cattley,Thousand head (animals),6418.01
2012,European Union (27 countries),Calve,Thousand tonnes,637.22
2012,European Union (27 countries),Calve,Thousand head (animals),4608.53
2012,European Union (27 countries),Young cattle,Thousand tonnes,393.57
2012,European Union (27 countries),Young cattle,Thousand head (animals),1809.48
2012,European Union (27 countries),Adult cattle,Thousand tonnes,6501.44
2012,European Union (27 countries),Adult cattle,Thousand head (animals),19765.71
2012,European Union (25 countries),Bovine meat,Thousand tonnes,7498.09
2012,European Union (25 countries),Bovine meat,Thousand head (animals),26022.85
2012,European Union (25 countries),Calve and young cattley,Thousand tonnes,1023.2
2012,European Union (25 countries),Calve and young cattley,Thousand head (animals),6371.96
2012,European Union (25 countries),Calve,Thousand tonnes,636.19
2012,European Union (25 countries),Calve,Thousand head (animals),4599.24
2012,European Union (25 countries),Young cattle,Thousand tonnes,387.01
2012,European Union (25 countries),Young cattle,Thousand head (animals),1772.72
2012,European Union (25 countries),Adult cattle,Thousand tonnes,6474.89
2012,European Union (25 countries),Adult cattle,Thousand head (animals),19650.89
2012,European Union (15 countries),Bovine meat,Thousand tonnes,6923.12
2012,European Union (15 countries),Bovine meat,Thousand head (animals),23789.44
2012,European Union (15 countries),Calve and young cattley,Thousand tonnes,1009.03
2012,European Union (15 countries),Calve and young cattley,Thousand head (animals),6145.57
2012,European Union (15 countries),Calve,Thousand tonnes,624.93
2012,European Union (15 countries),Calve,Thousand head (animals),4394.4
