year,country,crop,area
2013,Lithuania,Triticale,144.9
2013,Lithuania,Sorghum,0
2013,Lithuania,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",31.3
2013,Lithuania,Rice,0
2013,Lithuania,Rice Indica,0
2013,Lithuania,Rice Japonica,0
2013,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),44.4
2013,Lithuania,Field peas,24
2013,Lithuania,Broad and field beans,6.9
2013,Lithuania,Sweet lupins,4
2013,Lithuania,Other dry pulses and protein crops n.e.c.,9.5
2013,Lithuania,Root crops,47.7
2013,Lithuania,Potatoes (including seed potatoes),28.3
2013,Lithuania,Sugar beet (excluding seed),17.7
2013,Lithuania,Other root crops n.e.c.,1.7
2013,Lithuania,Industrial crops,271.9
2013,Lithuania,Oilseeds,265.9
2013,Lithuania,"Rape, turnip rape, sunflower seeds and soya",260.4
2013,Lithuania,Rape and turnip rape seeds,259
2013,Lithuania,Winter rape and turnip rape seeds,116.6
2013,Lithuania,Spring rape and turnip rape seeds,142.4
2013,Lithuania,Sunflower seed,0
2013,Lithuania,Soya,1.4
2013,Lithuania,Linseed (oilflax),0.2
2013,Lithuania,Cotton seed,0
2013,Lithuania,Other oilseed crops n.e.c.,5.3
2013,Lithuania,Fibre crops,0.1
2013,Lithuania,Fibre flax,0
2013,Lithuania,Hemp,0.1
2013,Lithuania,Cotton fibre,0
2013,Lithuania,Other fibre crops n.e.c.,0
2013,Lithuania,Tobacco,0
2013,Lithuania,Hops,0
2013,Lithuania,"Aromatic, medicinal and culinary plants",5.6
2013,Lithuania,Energy crops n.e.c.,0.2
2013,Lithuania,Other industrial crops n.e.c.,0.1
2013,Lithuania,Plants harvested green from arable land,593.8
2013,Lithuania,Temporary grasses and grazings,511.1
2013,Lithuania,Leguminous plants harvested green,50.4
2013,Lithuania,Lucerne,3.7
2013,Lithuania,Other leguminous plants harvested green n.e.c.,46.7
2013,Lithuania,Clover and mixtures,0
2013,Lithuania,Green maize,22.7
2013,Lithuania,Other cereals harvested green (excluding green maize),7.3
2013,Lithuania,Other plants harvested green from arable land n.e.c.,2.3
2013,Lithuania,Fresh vegetables (including melons) and strawberries,13.7
2013,Lithuania,Fresh vegetables (including melons),12.7
2013,Lithuania,Brassicas,2.5
2013,Lithuania,Cauliflower and broccoli,0.2
2013,Lithuania,Brussels sprouts,0
2013,Lithuania,Cabbages,2.2
2013,Lithuania,Other brassicas n.e.c,0.1
2013,Lithuania,Kohlrabi,0
2013,Lithuania,Leafy and stalked vegetables (excluding brassicas),0.5
2013,Lithuania,Leeks,0.1
2013,Lithuania,Celery,0
2013,Lithuania,Lettuces,0.2
2013,Lithuania,Lettuces - under glass or high accessible cover,0
2013,Lithuania,Endives,0
2013,Lithuania,Spinach,0
2013,Lithuania,Asparagus,0
2013,Lithuania,Chicory,0
2013,Lithuania,Chicory for fresh consumption,0
2013,Lithuania,Chicory for processing,0
2013,Lithuania,Artichokes,0
2013,Lithuania,Other leafy or stalked vegetables n.e.c.,0.2
2013,Lithuania,Vegetables cultivated for fruit (including melons),2.1
2013,Lithuania,Tomatoes,0.6
2013,Lithuania,Tomatoes for fresh consumption,0.6
2013,Lithuania,Tomatoes for processing,0
2013,Lithuania,Tomatoes - under glass or high accessible cover,0
2013,Lithuania,Cucumbers,1.3
2013,Lithuania,Cucumbers - under glass or high accessible cover,0
2013,Lithuania,Gherkins,0
2013,Lithuania,Eggplants,0
2013,Lithuania,Courgettes and marrows,0.1
2013,Lithuania,Gourds and pumpkins,0.1
2013,Lithuania,Muskmelons,0
2013,Lithuania,Watermelons,0
2013,Lithuania,Peppers (capsicum),0
2013,Lithuania,Peppers (capsicum) - under glass or high accessible cover,0
2013,Lithuania,Other vegetables cultivated for fruit n.e.c.,0
2013,Lithuania,"Root, tuber and bulb vegetables",5.9
2013,Lithuania,Carrots,1.9
2013,Lithuania,Onions,1.5
2013,Lithuania,Shallots,0
2013,Lithuania,Beetroot,1.8
2013,Lithuania,Celeriac,0
2013,Lithuania,Radishes,0.1
2013,Lithuania,Garlic,0.4
2013,Lithuania,"Other root, tuber and bulb vegetables n.e.c.",0.2
2013,Lithuania,Fresh pulses,0.6
2013,Lithuania,Fresh peas,0.3
2013,Lithuania,Fresh beans,0.2
2013,Lithuania,Other fresh pulses n.e.c.,0.1
2013,Lithuania,Other fresh vegetables n.e.c.,0.1
2013,Lithuania,Strawberries,1
2013,Lithuania,Strawberries - under glass or high accesible cover,0
2013,Lithuania,Flowers and ornamental plants (excluding nurseries),0
2013,Lithuania,Seeds and seedlings,0
2013,Lithuania,Other arable land crops n.e.c.,0
2013,Lithuania,Fallow land,0
2013,Lithuania,Permanent grassland,0
2013,Lithuania,Permanent crops,0
2013,Lithuania,Permanent crops for human consumption including those from kitchen gardens,0
2013,Lithuania,Permanent crops for human consumption,23.1
2013,Lithuania,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Lithuania,Pome fruits,0
2013,Lithuania,Apples,11.7
2013,Lithuania,Apples for fresh consumption,0
2013,Lithuania,Apples for processing,0
2013,Lithuania,Pears,0.8
2013,Lithuania,Pears for fresh consumption,0
2013,Lithuania,Pears for processing,0
2013,Lithuania,Other pome fruits n.e.c.,0
2013,Lithuania,Stone fruits,0
2013,Lithuania,Peaches and nectarines,0
2013,Lithuania,Peaches,0
2013,Lithuania,Nectarines,0
2013,Lithuania,Peaches and nectarines for processing,0
2013,Lithuania,Apricots,0
2013,Lithuania,Cherries,0.8
2013,Lithuania,Sour cherries,0.8
2013,Lithuania,Sweet cherries,0
2013,Lithuania,Plums,0.8
2013,Lithuania,Other stone fruits n.e.c,0
2013,Lithuania,Fruits from subtropical and tropical climate zones,0
2013,Lithuania,Figs,0
2013,Lithuania,Kiwis,0
2013,Lithuania,Avocados,0
2013,Lithuania,Bananas,0
2013,Lithuania,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Lithuania,Berries (excluding strawberries),0
2013,Lithuania,Currants,0
2013,Lithuania,Blackcurrants,3.7
2013,Lithuania,Redcurrants,0
2013,Lithuania,Raspberries,1.2
2013,Lithuania,Blueberries,0
2013,Lithuania,Other berries n.e.c.,0
2013,Lithuania,Gooseberries,0
2013,Lithuania,Nuts,0.1
2013,Lithuania,Walnuts,0.1
2013,Lithuania,Hazelnuts,0
2013,Lithuania,Almonds,0
2013,Lithuania,Chestnuts,0
2013,Lithuania,Other nuts n.e.c.,0
2013,Lithuania,Citrus fruits,0
2013,Lithuania,Oranges,0
2013,Lithuania,Navel oranges,0
2013,Lithuania,White oranges (blancas),0
2013,Lithuania,Blood oranges (sanguines),0
2013,Lithuania,Others oranges n.e.c,0
2013,Lithuania,Small citrus fruits,0
2013,Lithuania,Satsumas,0
2013,Lithuania,Clementines,0
2013,Lithuania,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Lithuania,Lemons and acid limes,0
2013,Lithuania,Yellow lemons,0
2013,Lithuania,Acid limes,0
2013,Lithuania,Pomelos and grapefruit,0
2013,Lithuania,Other citrus fruits n.e.c.,0
2013,Lithuania,Grapes,0
2013,Lithuania,Grapes for wines,0
2013,Lithuania,Grapes for wines with protected designation of origin (PDO),0
2013,Lithuania,Grapes for wines with protected geographical indication (PGI),0
2013,Lithuania,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Lithuania,Grapes for table use,0
2013,Lithuania,Grapes for raisins,0
2013,Lithuania,Grapes for other purposes n.e.c.,0
2013,Lithuania,Olives,0
2013,Lithuania,Olives for table use,0
2013,Lithuania,Olives for oil,0
2013,Lithuania,Other permanent crops for human consumption n.e.c.,0
2013,Lithuania,Nurseries,0
2013,Lithuania,Other permanent crops,0
2013,Lithuania,Kitchen gardens,0
2013,Lithuania,Cultivated mushrooms,0
2013,Lithuania,Champignons,0
2013,Lithuania,Other cultivated mushrooms n.e.c.,0
2013,Luxembourg,Utilised Agricultural Area,0
2013,Luxembourg,Arable land,0
2013,Luxembourg,Cereals for the production of grain (including seed),29.07
2013,Luxembourg,Cereals (excluding rice) for the production of grain (including seed),29.07
2013,Luxembourg,Wheat and spelt,14.25
2013,Luxembourg,Common wheat and spelt,14.25
2013,Luxembourg,Common winter wheat and spelt,13.41
2013,Luxembourg,Common spring wheat and spelt,0.84
2013,Luxembourg,Durum wheat,0
2013,Luxembourg,Rye and winter cereal mixtures (maslin),0.94
2013,Luxembourg,Rye,0
2013,Luxembourg,Winter cereal mixtures (maslin),0
2013,Luxembourg,Barley,7.74
2013,Luxembourg,Winter barley,4.57
2013,Luxembourg,Spring barley,3.17
2013,Luxembourg,Oats and spring cereal mixtures (mixed grain other than maslin),1.31
2013,Luxembourg,Oats,1.13
2013,Luxembourg,Spring cereal mixtures (mixed grain other than maslin),0.18
2013,Luxembourg,Grain maize and corn-cob-mix,0.24
2013,Luxembourg,Triticale,4.56
2013,Luxembourg,Sorghum,0
2013,Luxembourg,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0.03
2013,Luxembourg,Rice,0
2013,Luxembourg,Rice Indica,0
2013,Luxembourg,Rice Japonica,0
2013,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0.28
2013,Luxembourg,Field peas,0.21
2013,Luxembourg,Broad and field beans,0.07
2013,Luxembourg,Sweet lupins,0
2013,Luxembourg,Other dry pulses and protein crops n.e.c.,0.01
2013,Luxembourg,Root crops,0.67
2013,Luxembourg,Potatoes (including seed potatoes),0.59
2013,Luxembourg,Sugar beet (excluding seed),0
2013,Luxembourg,Other root crops n.e.c.,0.08
2013,Luxembourg,Industrial crops,4.83
2013,Luxembourg,Oilseeds,4.47
2013,Luxembourg,"Rape, turnip rape, sunflower seeds and soya",4.5
2013,Luxembourg,Rape and turnip rape seeds,4.5
2013,Luxembourg,Winter rape and turnip rape seeds,4.47
2013,Luxembourg,Spring rape and turnip rape seeds,0
2013,Luxembourg,Sunflower seed,0
2013,Luxembourg,Soya,0
2013,Luxembourg,Linseed (oilflax),0
2013,Luxembourg,Cotton seed,0
2013,Luxembourg,Other oilseed crops n.e.c.,0
2013,Luxembourg,Fibre crops,0
2013,Luxembourg,Fibre flax,0
2013,Luxembourg,Hemp,0
2013,Luxembourg,Cotton fibre,0
2013,Luxembourg,Other fibre crops n.e.c.,0
2013,Luxembourg,Tobacco,0
2013,Luxembourg,Hops,0
2013,Luxembourg,"Aromatic, medicinal and culinary plants",0.01
2013,Luxembourg,Energy crops n.e.c.,0.19
2013,Luxembourg,Other industrial crops n.e.c.,0
2013,Luxembourg,Plants harvested green from arable land,27.2
2013,Luxembourg,Temporary grasses and grazings,12.53
2013,Luxembourg,Leguminous plants harvested green,0.47
2013,Luxembourg,Lucerne,0
2013,Luxembourg,Other leguminous plants harvested green n.e.c.,0
2013,Luxembourg,Clover and mixtures,0
2013,Luxembourg,Green maize,14
2013,Luxembourg,Other cereals harvested green (excluding green maize),0.21
2013,Luxembourg,Other plants harvested green from arable land n.e.c.,0
2013,Luxembourg,Fresh vegetables (including melons) and strawberries,0.06
2013,Luxembourg,Fresh vegetables (including melons),0.06
2013,Luxembourg,Brassicas,0
2013,Luxembourg,Cauliflower and broccoli,0
2013,Luxembourg,Brussels sprouts,0
2013,Luxembourg,Cabbages,0
2013,Luxembourg,Other brassicas n.e.c,0
2013,Luxembourg,Kohlrabi,0
2013,Luxembourg,Leafy and stalked vegetables (excluding brassicas),0
2013,Luxembourg,Leeks,0
2013,Luxembourg,Celery,0
2013,Luxembourg,Lettuces,0.01
2013,Luxembourg,Lettuces - under glass or high accessible cover,0
2013,Luxembourg,Endives,0
2013,Luxembourg,Spinach,0
2013,Luxembourg,Asparagus,0
2013,Luxembourg,Chicory,0
2013,Luxembourg,Chicory for fresh consumption,0
2013,Luxembourg,Chicory for processing,0
2013,Luxembourg,Artichokes,0
2013,Luxembourg,Other leafy or stalked vegetables n.e.c.,0
2013,Luxembourg,Vegetables cultivated for fruit (including melons),0
2013,Luxembourg,Tomatoes,0
2013,Luxembourg,Tomatoes for fresh consumption,0
2013,Luxembourg,Tomatoes for processing,0
2013,Luxembourg,Tomatoes - under glass or high accessible cover,0
2013,Luxembourg,Cucumbers,0
2013,Luxembourg,Cucumbers - under glass or high accessible cover,0
2013,Luxembourg,Gherkins,0
2013,Luxembourg,Eggplants,0
2013,Luxembourg,Courgettes and marrows,0
2013,Luxembourg,Gourds and pumpkins,0
2013,Luxembourg,Muskmelons,0
2013,Luxembourg,Watermelons,0
2013,Luxembourg,Peppers (capsicum),0
2013,Luxembourg,Peppers (capsicum) - under glass or high accessible cover,0
2013,Luxembourg,Other vegetables cultivated for fruit n.e.c.,0
2013,Luxembourg,"Root, tuber and bulb vegetables",0
2013,Luxembourg,Carrots,0.02
2013,Luxembourg,Onions,0
2013,Luxembourg,Shallots,0
2013,Luxembourg,Beetroot,0
2013,Luxembourg,Celeriac,0.01
2013,Luxembourg,Radishes,0
2013,Luxembourg,Garlic,0
2013,Luxembourg,"Other root, tuber and bulb vegetables n.e.c.",0
2013,Luxembourg,Fresh pulses,0
2013,Luxembourg,Fresh peas,0
2013,Luxembourg,Fresh beans,0
2013,Luxembourg,Other fresh pulses n.e.c.,0
2013,Luxembourg,Other fresh vegetables n.e.c.,0
2013,Luxembourg,Strawberries,0
2013,Luxembourg,Strawberries - under glass or high accesible cover,0
2013,Luxembourg,Flowers and ornamental plants (excluding nurseries),0
2013,Luxembourg,Seeds and seedlings,0
2013,Luxembourg,Other arable land crops n.e.c.,0
2013,Luxembourg,Fallow land,0
2013,Luxembourg,Permanent grassland,0
2013,Luxembourg,Permanent crops,0
2013,Luxembourg,Permanent crops for human consumption including those from kitchen gardens,0
2013,Luxembourg,Permanent crops for human consumption,1.55
2013,Luxembourg,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Luxembourg,Pome fruits,0
2013,Luxembourg,Apples,0.24
2013,Luxembourg,Apples for fresh consumption,0.04
2013,Luxembourg,Apples for processing,0
2013,Luxembourg,Pears,0.02
2013,Luxembourg,Pears for fresh consumption,0
2013,Luxembourg,Pears for processing,0
2013,Luxembourg,Other pome fruits n.e.c.,0
2013,Luxembourg,Stone fruits,0
2013,Luxembourg,Peaches and nectarines,0
2013,Luxembourg,Peaches,0
2013,Luxembourg,Nectarines,0
2013,Luxembourg,Peaches and nectarines for processing,0
2013,Luxembourg,Apricots,0
2013,Luxembourg,Cherries,0
2013,Luxembourg,Sour cherries,0
2013,Luxembourg,Sweet cherries,0
2013,Luxembourg,Plums,0.04
2013,Luxembourg,Other stone fruits n.e.c,0
2013,Luxembourg,Fruits from subtropical and tropical climate zones,0
2013,Luxembourg,Figs,0
2013,Luxembourg,Kiwis,0
2013,Luxembourg,Avocados,0
2013,Luxembourg,Bananas,0
2013,Luxembourg,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Luxembourg,Berries (excluding strawberries),0
2013,Luxembourg,Currants,0
2013,Luxembourg,Blackcurrants,0
2013,Luxembourg,Redcurrants,0
2013,Luxembourg,Raspberries,0
2013,Luxembourg,Blueberries,0
2013,Luxembourg,Other berries n.e.c.,0
2013,Luxembourg,Gooseberries,0
2013,Luxembourg,Nuts,0
2013,Luxembourg,Walnuts,0.01
2013,Luxembourg,Hazelnuts,0
2013,Luxembourg,Almonds,0
2013,Luxembourg,Chestnuts,0
2013,Luxembourg,Other nuts n.e.c.,0
2013,Luxembourg,Citrus fruits,0
2013,Luxembourg,Oranges,0
2013,Luxembourg,Navel oranges,0
2013,Luxembourg,White oranges (blancas),0
2013,Luxembourg,Blood oranges (sanguines),0
2013,Luxembourg,Others oranges n.e.c,0
2013,Luxembourg,Small citrus fruits,0
2013,Luxembourg,Satsumas,0
2013,Luxembourg,Clementines,0
2013,Luxembourg,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Luxembourg,Lemons and acid limes,0
2013,Luxembourg,Yellow lemons,0
2013,Luxembourg,Acid limes,0
2013,Luxembourg,Pomelos and grapefruit,0
2013,Luxembourg,Other citrus fruits n.e.c.,0
2013,Luxembourg,Grapes,1.24
2013,Luxembourg,Grapes for wines,1.24
2013,Luxembourg,Grapes for wines with protected designation of origin (PDO),1.24
2013,Luxembourg,Grapes for wines with protected geographical indication (PGI),0
2013,Luxembourg,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Luxembourg,Grapes for table use,0
2013,Luxembourg,Grapes for raisins,0
2013,Luxembourg,Grapes for other purposes n.e.c.,0
2013,Luxembourg,Olives,0
2013,Luxembourg,Olives for table use,0
2013,Luxembourg,Olives for oil,0
2013,Luxembourg,Other permanent crops for human consumption n.e.c.,0
2013,Luxembourg,Nurseries,0
2013,Luxembourg,Other permanent crops,0
2013,Luxembourg,Kitchen gardens,0
2013,Luxembourg,Cultivated mushrooms,0
2013,Luxembourg,Champignons,0
2013,Luxembourg,Other cultivated mushrooms n.e.c.,0
2013,Hungary,Utilised Agricultural Area,0
2013,Hungary,Arable land,0
2013,Hungary,Cereals for the production of grain (including seed),2819.94
2013,Hungary,Cereals (excluding rice) for the production of grain (including seed),2814.29
2013,Hungary,Wheat and spelt,1090.48
2013,Hungary,Common wheat and spelt,1075.91
2013,Hungary,Common winter wheat and spelt,1061.21
2013,Hungary,Common spring wheat and spelt,14.7
2013,Hungary,Durum wheat,14.57
2013,Hungary,Rye and winter cereal mixtures (maslin),35.36
2013,Hungary,Rye,0
2013,Hungary,Winter cereal mixtures (maslin),0
2013,Hungary,Barley,262
2013,Hungary,Winter barley,188.73
2013,Hungary,Spring barley,73.28
2013,Hungary,Oats and spring cereal mixtures (mixed grain other than maslin),51.23
2013,Hungary,Oats,51.23
2013,Hungary,Spring cereal mixtures (mixed grain other than maslin),0
2013,Hungary,Grain maize and corn-cob-mix,1242.61
2013,Hungary,Triticale,118
2013,Hungary,Sorghum,5.33
2013,Hungary,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",7.03
2013,Hungary,Rice,2.64
2013,Hungary,Rice Indica,0
2013,Hungary,Rice Japonica,0
2013,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),21.16
2013,Hungary,Field peas,19.57
2013,Hungary,Broad and field beans,0.52
2013,Hungary,Sweet lupins,0.24
2013,Hungary,Other dry pulses and protein crops n.e.c.,0.99
2013,Hungary,Root crops,40.33
2013,Hungary,Potatoes (including seed potatoes),20.95
2013,Hungary,Sugar beet (excluding seed),18.82
2013,Hungary,Other root crops n.e.c.,0.57
2013,Hungary,Industrial crops,867.91
2013,Hungary,Oilseeds,835.93
2013,Hungary,"Rape, turnip rape, sunflower seeds and soya",836.89
2013,Hungary,Rape and turnip rape seeds,197.65
2013,Hungary,Winter rape and turnip rape seeds,196
2013,Hungary,Spring rape and turnip rape seeds,0
2013,Hungary,Sunflower seed,596.89
2013,Hungary,Soya,42.35
2013,Hungary,Linseed (oilflax),0.7
2013,Hungary,Cotton seed,0
2013,Hungary,Other oilseed crops n.e.c.,0
2013,Hungary,Fibre crops,0
2013,Hungary,Fibre flax,0
2013,Hungary,Hemp,0.01
2013,Hungary,Cotton fibre,0
2013,Hungary,Other fibre crops n.e.c.,0
2013,Hungary,Tobacco,4.89
2013,Hungary,Hops,0
2013,Hungary,"Aromatic, medicinal and culinary plants",4.01
2013,Hungary,Energy crops n.e.c.,1.31
2013,Hungary,Other industrial crops n.e.c.,0
2013,Hungary,Plants harvested green from arable land,297.84
2013,Hungary,Temporary grasses and grazings,13.44
2013,Hungary,Leguminous plants harvested green,149.37
2013,Hungary,Lucerne,0
2013,Hungary,Other leguminous plants harvested green n.e.c.,0
2013,Hungary,Clover and mixtures,0
2013,Hungary,Green maize,101.97
2013,Hungary,Other cereals harvested green (excluding green maize),0
2013,Hungary,Other plants harvested green from arable land n.e.c.,0
2013,Hungary,Fresh vegetables (including melons) and strawberries,77.17
2013,Hungary,Fresh vegetables (including melons),76.38
2013,Hungary,Brassicas,0
2013,Hungary,Cauliflower and broccoli,1.52
2013,Hungary,Brussels sprouts,0
2013,Hungary,Cabbages,2.56
2013,Hungary,Other brassicas n.e.c,0
2013,Hungary,Kohlrabi,0
2013,Hungary,Leafy and stalked vegetables (excluding brassicas),0
2013,Hungary,Leeks,0.09
2013,Hungary,Celery,0.01
2013,Hungary,Lettuces,0.56
2013,Hungary,Lettuces - under glass or high accessible cover,0
2013,Hungary,Endives,0
2013,Hungary,Spinach,0.36
2013,Hungary,Asparagus,1.07
2013,Hungary,Chicory,0.01
2013,Hungary,Chicory for fresh consumption,0.01
2013,Hungary,Chicory for processing,0
2013,Hungary,Artichokes,0
2013,Hungary,Other leafy or stalked vegetables n.e.c.,0
2013,Hungary,Vegetables cultivated for fruit (including melons),0
2013,Hungary,Tomatoes,1.74
2013,Hungary,Tomatoes for fresh consumption,0
2013,Hungary,Tomatoes for processing,0
2013,Hungary,Tomatoes - under glass or high accessible cover,0.4
2013,Hungary,Cucumbers,0.23
2013,Hungary,Cucumbers - under glass or high accessible cover,0.1
2013,Hungary,Gherkins,0.4
2013,Hungary,Eggplants,0.04
2013,Hungary,Courgettes and marrows,0.21
2013,Hungary,Gourds and pumpkins,0
2013,Hungary,Muskmelons,0.97
2013,Hungary,Watermelons,5.81
2013,Hungary,Peppers (capsicum),2.13
2013,Hungary,Peppers (capsicum) - under glass or high accessible cover,0
2013,Hungary,Other vegetables cultivated for fruit n.e.c.,0
2013,Hungary,"Root, tuber and bulb vegetables",0
2013,Hungary,Carrots,2.01
2013,Hungary,Onions,1.99
2013,Hungary,Shallots,0
2013,Hungary,Beetroot,0
2013,Hungary,Celeriac,0.01
2013,Hungary,Radishes,1.39
2013,Hungary,Garlic,1.1
2013,Hungary,"Other root, tuber and bulb vegetables n.e.c.",0
2013,Hungary,Fresh pulses,14.4
2013,Hungary,Fresh peas,12.89
2013,Hungary,Fresh beans,1.51
2013,Hungary,Other fresh pulses n.e.c.,0
2013,Hungary,Other fresh vegetables n.e.c.,0
2013,Hungary,Strawberries,0.79
2013,Hungary,Strawberries - under glass or high accesible cover,0
2013,Hungary,Flowers and ornamental plants (excluding nurseries),0
2013,Hungary,Seeds and seedlings,0
2013,Hungary,Other arable land crops n.e.c.,0
2013,Hungary,Fallow land,0
2013,Hungary,Permanent grassland,0
2013,Hungary,Permanent crops,0
2013,Hungary,Permanent crops for human consumption including those from kitchen gardens,92.23
2013,Hungary,Permanent crops for human consumption,146.01
2013,Hungary,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Hungary,Pome fruits,0
2013,Hungary,Apples,33.36
2013,Hungary,Apples for fresh consumption,0
2013,Hungary,Apples for processing,0
2013,Hungary,Pears,3
2013,Hungary,Pears for fresh consumption,0
2013,Hungary,Pears for processing,0
2013,Hungary,Other pome fruits n.e.c.,0
2013,Hungary,Stone fruits,0
2013,Hungary,Peaches and nectarines,0
2013,Hungary,Peaches,5.37
2013,Hungary,Nectarines,0.27
2013,Hungary,Peaches and nectarines for processing,0
2013,Hungary,Apricots,4.44
2013,Hungary,Cherries,16.38
2013,Hungary,Sour cherries,13.99
2013,Hungary,Sweet cherries,0
2013,Hungary,Plums,7.66
2013,Hungary,Other stone fruits n.e.c,0
2013,Hungary,Fruits from subtropical and tropical climate zones,0
2013,Hungary,Figs,0
2013,Hungary,Kiwis,0
2013,Hungary,Avocados,0
2013,Hungary,Bananas,0
2013,Hungary,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Hungary,Berries (excluding strawberries),0
2013,Hungary,Currants,2
2013,Hungary,Blackcurrants,0.52
2013,Hungary,Redcurrants,1
2013,Hungary,Raspberries,0.56
2013,Hungary,Blueberries,0
2013,Hungary,Other berries n.e.c.,0.3
2013,Hungary,Gooseberries,0.3
2013,Hungary,Nuts,6
2013,Hungary,Walnuts,4.33
2013,Hungary,Hazelnuts,0.12
2013,Hungary,Almonds,0.17
2013,Hungary,Chestnuts,0.51
2013,Hungary,Other nuts n.e.c.,0
2013,Hungary,Citrus fruits,0
2013,Hungary,Oranges,0
2013,Hungary,Navel oranges,0
2013,Hungary,White oranges (blancas),0
2013,Hungary,Blood oranges (sanguines),0
2013,Hungary,Others oranges n.e.c,0
2013,Hungary,Small citrus fruits,0
2013,Hungary,Satsumas,0
2013,Hungary,Clementines,0
2013,Hungary,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Hungary,Lemons and acid limes,0
2013,Hungary,Yellow lemons,0
2013,Hungary,Acid limes,0
2013,Hungary,Pomelos and grapefruit,0
2013,Hungary,Other citrus fruits n.e.c.,0
2013,Hungary,Grapes,69.32
2013,Hungary,Grapes for wines,65.96
2013,Hungary,Grapes for wines with protected designation of origin (PDO),0
2013,Hungary,Grapes for wines with protected geographical indication (PGI),0
2013,Hungary,Grapes for other wines n.e.c. (without PDO/PGI),0.98
2013,Hungary,Grapes for table use,2.39
2013,Hungary,Grapes for raisins,0
2013,Hungary,Grapes for other purposes n.e.c.,0
2013,Hungary,Olives,0
2013,Hungary,Olives for table use,0
2013,Hungary,Olives for oil,0
2013,Hungary,Other permanent crops for human consumption n.e.c.,0
2013,Hungary,Nurseries,0
2013,Hungary,Other permanent crops,0
2013,Hungary,Kitchen gardens,0
2013,Hungary,Cultivated mushrooms,0
2013,Hungary,Champignons,0
2013,Hungary,Other cultivated mushrooms n.e.c.,0
2013,Malta,Utilised Agricultural Area,0
2013,Malta,Arable land,0
2013,Malta,Cereals for the production of grain (including seed),0
2013,Malta,Cereals (excluding rice) for the production of grain (including seed),0
2013,Malta,Wheat and spelt,0
2013,Malta,Common wheat and spelt,0
2013,Malta,Common winter wheat and spelt,0
2013,Malta,Common spring wheat and spelt,0
2013,Malta,Durum wheat,0
2013,Malta,Rye and winter cereal mixtures (maslin),0
2013,Malta,Rye,0
2013,Malta,Winter cereal mixtures (maslin),0
2013,Malta,Barley,0
2013,Malta,Winter barley,0
2013,Malta,Spring barley,0
2013,Malta,Oats and spring cereal mixtures (mixed grain other than maslin),0
2013,Malta,Oats,0
2013,Malta,Spring cereal mixtures (mixed grain other than maslin),0
2013,Malta,Grain maize and corn-cob-mix,0
2013,Malta,Triticale,0
2013,Malta,Sorghum,0
2013,Malta,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2013,Malta,Rice,0
2013,Malta,Rice Indica,0
2013,Malta,Rice Japonica,0
2013,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0
2013,Malta,Field peas,0
2013,Malta,Broad and field beans,0
2013,Malta,Sweet lupins,0
2013,Malta,Other dry pulses and protein crops n.e.c.,0
2013,Malta,Root crops,0.69
2013,Malta,Potatoes (including seed potatoes),0.69
2013,Malta,Sugar beet (excluding seed),0
2013,Malta,Other root crops n.e.c.,0
2013,Malta,Industrial crops,0
2013,Malta,Oilseeds,0
2013,Malta,"Rape, turnip rape, sunflower seeds and soya",0
2013,Malta,Rape and turnip rape seeds,0
2013,Malta,Winter rape and turnip rape seeds,0
2013,Malta,Spring rape and turnip rape seeds,0
2013,Malta,Sunflower seed,0
2013,Malta,Soya,0
2013,Malta,Linseed (oilflax),0
2013,Malta,Cotton seed,0
2013,Malta,Other oilseed crops n.e.c.,0
2013,Malta,Fibre crops,0
2013,Malta,Fibre flax,0
2013,Malta,Hemp,0
2013,Malta,Cotton fibre,0
2013,Malta,Other fibre crops n.e.c.,0
2013,Malta,Tobacco,0
2013,Malta,Hops,0
2013,Malta,"Aromatic, medicinal and culinary plants",0
2013,Malta,Energy crops n.e.c.,0
2013,Malta,Other industrial crops n.e.c.,0
2013,Malta,Plants harvested green from arable land,5.29
2013,Malta,Temporary grasses and grazings,0
2013,Malta,Leguminous plants harvested green,0
2013,Malta,Lucerne,0
2013,Malta,Other leguminous plants harvested green n.e.c.,0
